point 1,,point 2,,point 3,,point 6,,point 10,,point 7,,point 1 mesure,,point 2 mesure,,point 3 mesure,,point 6 mesure,,point 10 mesure,,point 7 mesure,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,,,4.961509766684753,-0.13456321215409517,4.9912043782650395,-0.1411564021464864,5.020242914979756,-0.1364753105643821,,,3.3586837488671657,1.7761693936946985,3.3370672801553587,1.005054032745278,2.4293480833585397,2.0088542797095776,3.7352354981524476,-0.6150571547733517,3.626347277289291,0.029338046621202096,3.520515641158709,0.5010299095892705
,,,,,,,,,,,,3.6925709780511005,1.412568355976024,3.45462533352607,0.5909196973621356,2.846493019252461,1.7721965849592571,3.767195880593289,-2.1547749198354778,3.6930327188149157,-1.9510257799366677,3.595263860541402,-0.4215766839342514
,,,,,,,,,,,,3.8401499487038295,0.7241305121355426,3.5164979931948652,-1.0141029260461707,3.1577318493007915,1.2681371444789775,3.805009812931721,-2.528465545297637,3.7197068954251655,-2.8062409192560516,3.6618872734694543,-2.9626447232221587
,,,,,,,,,,,,3.9232577589332864,-1.7144751150037933,3.551100851009636,-2.9854116946937523,3.2221915782806505,1.086175261355244,3.874198772721237,-1.923068000689267,3.7863923369507884,-2.93956620542421,3.6955471859243945,-4.163816109476219
,,,,,,,,,,,,3.9782941153921785,-3.0486728746285916,3.5885681838090733,-3.810930469474748,3.3011742964587443,-1.438769297589598,3.931329419721716,-1.0842777145641822,3.879751955086663,-1.3152228420677474,3.7475459472340917,-4.347297452954724
,,,,,,,,,,,,4.0189453077819195,-3.5544715503684596,3.668086009383414,-3.6287040288502084,3.3165351504184164,-2.295134112958724,4.025337431077015,-0.8057423962372496,3.9731115732225355,-0.6819733296521164,3.81904424403493,-3.28187997569135
,,,,,,,,,,,,4.1781139450328695,-2.8617472770725545,3.8165803925885236,-2.2099410268448487,3.360941982774558,-2.566646981784846,4.128125767278701,-1.4135750176030166,4.093145367968658,-1.1291875590424212,3.8789356744719923,-1.893141628998741
,,,,,,,,,,,,4.270656559226708,-2.2159873612882386,4.003458740588163,-1.250044001583177,3.473104145505542,-1.0380241679595343,4.3133320860384545,-1.4161974079571369,4.293201692545528,-1.0336164920764652,3.9288451998362133,0.14260987627599064
,,,,,,,,,,,,4.375371235325211,-0.6493905785803076,4.198071171046403,0.16807735802561652,3.5149973835773745,-0.4985733199561686,4.5568397617782095,-0.34682408426617783,4.37322422237628,-0.49083119572020806,3.9453269500727695,0.7903658743053867
,,,,,,,,,,,,4.439609437625907,1.2849073048036548,4.258740751221639,0.7172315862859904,3.5686207283093188,-0.22974161836668472,4.637852892360855,-0.021460366758523364,4.519932193732652,0.18892713745175627,4.000111359309774,1.1617855979460963
,,,,,,,,,,,,4.5182910435263945,2.344773579281408,4.36392427265859,0.6241017755845135,3.656317240006354,-0.9979854038930149,4.729285341761215,-0.2559769898555775,4.639965988478773,-0.5285854149224072,4.10271605796552,0.5173723774294636
,,,,,,,,,,,,4.571347255943379,2.575681670380043,4.453754208177732,-0.33964510405654735,3.810260925507646,-1.5878421959444147,4.845068558735547,-0.9106380104020664,4.826685224750518,-0.8838763279943116,4.258712341894619,-0.0330716530060684
,,,,,,,,,,,,4.639196309144021,1.6559630024448029,4.608894173347266,-1.5334666144660147,3.9137092947196894,-1.815920155537615,4.977592928416992,-0.865870060785296,5.013404461022265,-0.7886700360931158,4.390102069132518,-0.21432447814273203
,,,,,,,,,,,,4.802325234478786,-0.781524425706162,4.844812333084396,-2.0409140869496483,4.164957007849156,-1.2371455213974905,,,,,4.629435653553501,0.02356985484914631
,,,,,,,,,,,,5.003601052385585,-1.7454119536820611,5.002931352237985,-2.043114003737873,4.481781602973731,-0.6151147225069273,,,,,5.000158965212383,0.08021136270435392
,,,,,,,,,,,,,,,,4.588134570025422,-0.2576257576272951,,,,,,
,,,,,,,,,,,,,,,,4.638629886314669,-0.6194045900854839,,,,,,
,,,,,,,,,,,,,,,,4.952996744805697,-0.4928534965180944,,,,,,
